Hersteller;Produktname;kategorie;artikelnummer;artikel id;URL;produkttyp;durchmesser;rauchrohr durchmesser;isActive;farbe korpus-118
Ankerkraut;Ankerkraut Thymian 30 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15681;/ankerkraut-thymian-30-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Wacholderbeeren gemahlen 50 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15682;/ankerkraut-wacholderbeeren-gemahlen-50-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Grüner Pfeffer 40 g;Pfeffer und Salz;4,26035E+12;15683;/ankerkraut-gruener-pfeffer-40-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Limettenpfeffer 75 g;Pfeffer und Salz;4,26035E+12;15684;/ankerkraut-limettenpfeffer-75-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Bunter Pfeffer 70 g;Pfeffer und Salz;4,26035E+12;15685;/ankerkraut-bunter-pfeffer-70-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Rosa Pfeffer 45 g;Pfeffer und Salz;4,26035E+12;15686;/ankerkraut-rosa-pfeffer-45-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Steakpfeffer Hamburg 80 g;Pfeffer und Salz;4,26035E+12;15687;/ankerkraut-steakpfeffer-hamburg-80-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Pfeffer Symphonie 70 g;Pfeffer und Salz;4,26035E+12;15688;/ankerkraut-pfeffer-symphonie-70-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Tellicherry Pfeffer 70 g;Pfeffer und Salz;4,26035E+12;15689;/ankerkraut-tellicherry-pfeffer-70-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Weißer Pfeffer 95 g;Pfeffer und Salz;4,26035E+12;15690;/ankerkraut-weisser-pfeffer-95-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Blaues Saphirsalz 170 g;Pfeffer und Salz;4,26035E+12;15691;/ankerkraut-blaues-saphirsalz-170-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Grünes Hawaiisalz 165 g;Pfeffer und Salz;4,26035E+12;15692;/ankerkraut-gruenes-hawaiisalz-165-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Rotes Hawaiisalz 165 g;Pfeffer und Salz;4,26035E+12;15693;/ankerkraut-rotes-hawaiisalz-165-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Schwarzes Hawaiisalz 165 g;Pfeffer und Salz;4,26035E+12;15694;/ankerkraut-schwarzes-hawaiisalz-165-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Rosa Bergsalz 165 g;Pfeffer und Salz;4,26035E+12;15695;/ankerkraut-rosa-bergsalz-165-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Schwarzes Pyramidensalz 75 g;Pfeffer und Salz;4,26035E+12;15696;/ankerkraut-schwarzes-pyramidensalz-75-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Gewürzsalz 140 g;Pfeffer und Salz;4,26035E+12;15697;/ankerkraut-gewuerzsalz-140-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Ingwer Knoblauch Salz 160 g;Pfeffer und Salz;4,26035E+12;15698;/ankerkraut-ingwer-knoblauch-salz-160-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Kräutersalz 100 g;Pfeffer und Salz;4,26035E+12;15699;/ankerkraut-kraeutersalz-100-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Aioli-Pfeffer Salz 155 g;Pfeffer und Salz;4,26035E+12;15700;/ankerkraut-aioli-pfeffer-salz-155-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Pommes Frites Salz 130 g;Pfeffer und Salz;4,26035E+12;15701;/ankerkraut-pommes-frites-salz-130-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Tomaten Salz 140 g;Pfeffer und Salz;4,26035E+12;15702;/ankerkraut-tomaten-salz-140-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Bockshornklee gemahlen 85 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15703;/ankerkraut-bockshornklee-gemahlen-85-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Fenchel ganz 60 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15704;/ankerkraut-fenchel-ganz-60-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Ingwer gemahlen 65 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15705;/ankerkraut-ingwer-gemahlen-65-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Koriander Saat ganz 45 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15706;/ankerkraut-koriander-saat-ganz-45-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Koriander Blatt 25 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15707;/ankerkraut-koriander-blatt-25-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Kreuzkümmel ganz 65 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15708;/ankerkraut-kreuzkuemmel-ganz-65-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Kurkuma gemahlen 75 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15709;/ankerkraut-kurkuma-gemahlen-75-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Muskatnuss gemahlen 75 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15710;/ankerkraut-muskatnuss-gemahlen-75-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Muskatnuss ganz 32 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15711;/ankerkraut-muskatnuss-ganz-32-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Nelken ganz 55 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15712;/ankerkraut-nelken-ganz-55-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Schwarzkümmel ganz 80 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15713;/ankerkraut-schwarzkuemmel-ganz-80-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Zimt gemahlen 75 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15714;/ankerkraut-zimt-gemahlen-75-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Beef Booster 750 g;Rubs und Marinaden;4,26035E+12;15715;/ankerkraut-bbq-rub-beef-booster-750-g;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut Steakpfeffer scharf 75 g;Pfeffer und Salz;4,26035E+12;15716;/ankerkraut-steakpfeffer-scharf-75-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Smoking Zeus 250 g;Rubs und Marinaden;4,26035E+12;15717;/ankerkraut-bbq-rub-smoking-zeus-250-g;"[""Rub"",""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Hamburg Gunpowder 250 g;Rubs und Marinaden;4,26035E+12;15719;/ankerkraut-bbq-rub-hamburg-gunpowder-250-g;"[""Rub"",""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Basilikum 25 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15721;/ankerkraut-basilikum-25-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Estragon 16 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15722;/ankerkraut-estragon-16-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut BBQ-Rub Pull that Piggy 250 g;Rubs und Marinaden;4,26035E+12;15723;/ankerkraut-bbq-rub-pull-that-piggy-250-g;"[""Rub"",""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Beef Booster 250 g;Rubs und Marinaden;4,26035E+12;15724;/ankerkraut-bbq-rub-beef-booster-250-g;"[""Rub"",""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Tennessee Teardown 250 g;Rubs und Marinaden;4,26035E+12;15726;/ankerkraut-bbq-rub-tennessee-teardown-250-g;"[""Rub"",""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut BBQ-Rub Bang Boom Bang 250 g;Rubs und Marinaden;4,26035E+12;15727;/ankerkraut-bbq-rub-bang-boom-bang-250-g;"[""Rub"",""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Paprika geräuchert 80 g;Chili Gewürze;4,26035E+12;15728;/ankerkraut-paprika-geraeuchert-80-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Mr. 75 g;Pfeffer und Salz;4,26035E+12;15729;/ankerkraut-mr-75-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Mrs. 170 g;Pfeffer und Salz;4,26035E+12;15730;/ankerkraut-mrs-170-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Fleur de Sel Natur 160 g;Pfeffer und Salz;4,26035E+12;15731;/ankerkraut-fleur-de-sel-natur-160-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Fleur de Sel Chili 150 g;Pfeffer und Salz;4,26035E+12;15732;/ankerkraut-fleur-de-sel-chili-150-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Fleur de Sel Kräuter 135 g;Pfeffer und Salz;4,26035E+12;15733;/ankerkraut-fleur-de-sel-kraeuter-135-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Fleur de Sel Smoke 160 g;Pfeffer und Salz;4,26035E+12;15734;/ankerkraut-fleur-de-sel-smoke-160-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Fleur de Sel Safran 160 g;Pfeffer und Salz;4,26035E+12;15735;/ankerkraut-fleur-de-sel-safran-160-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Basic Line Macht pfeffrig 170 g;Rubs und Marinaden;4,26035E+12;15736;/ankerkraut-basic-line-macht-pfeffrig-170-g;"[""Rub"",""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Rosensalz 130 g;Pfeffer und Salz;4,26035E+12;15737;/ankerkraut-rosensalz-130-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut BBQ-Rub Teufelskerl 170 g Streuer;Rubs und Marinaden;4,26035E+12;15738;/ankerkraut-bbq-rub-teufelskerl-170-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut Keks Gewürz 60 g;Süße Gewürzmischungen;4,26035E+12;15739;/ankerkraut-keks-gewuerz-60-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Chili Ringe 15 g;Chili Gewürze;4,26035E+12;15740;/ankerkraut-chili-ringe-15-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut 9 Pfeffer Symphonie 70 g;Pfeffer und Salz;4,26035E+12;15741;/ankerkraut-9-pfeffer-symphonie-70-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut 9 Pfeffer Symphonie 160 g Streuer;Pfeffer und Salz;4,26035E+12;15742;/ankerkraut-9-pfeffer-symphonie-160-g-streuer;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Brisket 190 g Streuer;Rubs und Marinaden;4,26035E+12;15743;/ankerkraut-bbq-rub-brisket-190-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Pork 230 g Streuer;Rubs und Marinaden;4,26035E+12;15744;;"[""Rub""]";;;0;
Ankerkraut;Ankerkraut Pilzpfanne 75 g;Gewürzmischungen;4,26035E+12;15745;/ankerkraut-pilzpfanne-75-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Glühweingewürz 60 g;Kakao & Co.;4,26035E+12;15746;/ankerkraut-gluehweingewuerz-60-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Hamburger Bratapfel 120 g;Süße Gewürzmischungen;4,26035E+12;15747;/ankerkraut-hamburger-bratapfel-120-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut BBQ-Rub Magic Dust 250 g;Rubs und Marinaden;4,26035E+12;15748;/ankerkraut-bbq-rub-magic-dust-250-g;"[""Rub"",""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Lebkuchen Gewürz 60 g;Süße Gewürzmischungen;4,26035E+12;15749;/ankerkraut-lebkuchen-gewuerz-60-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Zimt & Zucker 100 g;Süße Gewürzmischungen;4,26035E+12;15750;/ankerkraut-zimt-und-zucker-100-g-kopie;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Rohrzucker 110 g;Süße Gewürzmischungen;4,26035E+12;15751;/ankerkraut-rohrzucker-110-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Hamburger Hafencurry 60 g;Gewürzmischungen;4,26035E+12;15752;/ankerkraut-hamburger-hafencurry-60-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Hamburg Gunpowder 750 g;Rubs und Marinaden;4,26035E+12;15753;/ankerkraut-bbq-rub-hamburg-gunpowder-750-g;"[""Rub""]";;;0;
Ankerkraut;Ankerkraut Hamburger Kapitänspfeffer 75 g;Pfeffer und Salz;4,26035E+12;15754;/ankerkraut-hamburger-kapitaenspfeffer-75-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Roter Kampot 70 g;Pfeffer und Salz;4,26035E+12;15755;/ankerkraut-roter-kampot-70-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Schwarzer Kampot 80 g;Pfeffer und Salz;4,26035E+12;15756;/ankerkraut-schwarzer-kampot-80-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Voatsiperifery Urwald-Pfeffer 60 g;Pfeffer und Salz;4,26035E+12;15757;/ankerkraut-voatsiperifery-urwald-pfeffer-60-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Habanero 12 g;Chili Gewürze;4,26035E+12;15758;/ankerkraut-habanero-12-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Chipotle Chili 55 g;Chili Gewürze;4,26035E+12;15759;/ankerkraut-chipotle-chili-55-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Hanseatensalz 140 g;Pfeffer und Salz;4,26035E+12;15760;/ankerkraut-hanseatensalz-140-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Chili Salz 150 g;Pfeffer und Salz;4,26035E+12;15761;/ankerkraut-chili-salz-150-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Meersalz grob 170 g;Pfeffer und Salz;4,26035E+12;15762;/ankerkraut-meersalz-grob-170-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Meersalz fein 170 g;Pfeffer und Salz;4,26035E+12;15763;/ankerkraut-meersalz-fein-170-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Danish Smoked Salt 160 g;Pfeffer und Salz;4,26035E+12;15764;/ankerkraut-danish-smoked-salt-160-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Hickory Rauchsalz 90 g;Pfeffer und Salz;4,26035E+12;15765;/ankerkraut-hickory-rauchsalz-90-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Bärlauch Salz 115 g;Pfeffer und Salz;4,26035E+12;15766;/ankerkraut-baerlauch-salz-115-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Buletten & Fleischpflanzerl 250 g;Rubs und Marinaden;4,26035E+12;15767;/ankerkraut-bbq-rub-buletten-fleischpflanzerl-250-g;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Magic Dust 750 g;Rubs und Marinaden;4,26035E+12;15768;/ankerkraut-bbq-rub-magic-dust-750-g;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Pull that Piggy 750 g;Rubs und Marinaden;4,26035E+12;15769;/ankerkraut-bbq-rub-pull-that-piggy-750-g;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Tennessee Teardown 750 g;Rubs und Marinaden;4,26035E+12;15770;/ankerkraut-bbq-rub-tennessee-teardown-750-g;"[""Rub""]";;;0;
Ankerkraut;Ankerkraut BBQ-Rub Magic Dust 230 g Streuer;Rubs und Marinaden;4,26035E+12;15771;/ankerkraut-bbq-rub-magic-dust-230-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Pull that Piggy 220 g Streuer;Rubs und Marinaden;4,26035E+12;15772;/ankerkraut-bbq-rub-pull-that-piggy-220-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Hamburg Gunpowder 200 g Streuer;Rubs und Marinaden;4,26035E+12;15773;/ankerkraut-bbq-rub-hamburg-gunpowder-200-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Coffee Cannonball 200 g Streuer;Rubs und Marinaden;4,26035E+12;15774;/ankerkraut-bbq-rub-coffee-cannonball-200-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Macho Muchacho 200 g Streuer;Rubs und Marinaden;4,26035E+12;15775;/ankerkraut-bbq-rub-macho-muchacho-200-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Tennessee Teardown 200 g Streuer;Rubs und Marinaden;4,26035E+12;15776;/ankerkraut-bbq-rub-tennessee-teardown-200-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Smoking Zeus 200 g Streuer;Rubs und Marinaden;4,26035E+12;15777;/ankerkraut-bbq-rub-smoking-zeus-200-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Bang Boom Bang 210 g Streuer;Rubs und Marinaden;4,26035E+12;15778;/ankerkraut-bbq-rub-bang-boom-bang-210-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Beef Booster 230 g Streuer;Rubs und Marinaden;4,26035E+12;15779;/ankerkraut-bbq-rub-beef-booster-230-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Texas Chicken 230 g Streuer;Rubs und Marinaden;4,26035E+12;15780;/ankerkraut-bbq-rub-texas-chicken-230-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Southwest Cajun 170 g Streuer;Rubs und Marinaden;4,26035E+12;15781;/ankerkraut-bbq-rub-southwest-cajun-170-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Africa Desert Dust 200 g Streuer;Rubs und Marinaden;4,26035E+12;15782;/ankerkraut-bbq-rub-africa-desert-dust-200-g-streuer;"[""Rub""]";;;0;
Ankerkraut;Ankerkraut BBQ-Rub Pit Powder 210 g Streuer;Rubs und Marinaden;4,26035E+12;15783;/ankerkraut-bbq-rub-pit-powder-210-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Texas Chicken 250 g;Rubs und Marinaden;4,26035E+12;15784;/ankerkraut-bbq-rub-texas-chicken-250-g;"[""Rub"",""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Southwest Cajun 250 g;Rubs und Marinaden;4,26035E+12;15785;/ankerkraut-bbq-rub-southwest-cajun-250-g;"[""Rub"",""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut BBQ-Rub Africa Desert Dust 250 g;Rubs und Marinaden;4,26035E+12;15786;/ankerkraut-bbq-rub-africa-desert-dust-250-g;"[""Rub"",""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Aioli-Pfeffer Salz 310 g Streuer;Pfeffer und Salz;4,26035E+12;15787;/ankerkraut-aioli-pfeffer-salz-310-g-streuer;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Pfeffer Symphonie 160 g Streuer;Pfeffer und Salz;4,26035E+12;15788;/ankerkraut-pfeffer-symphonie-160-g-streuer;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Steakpfeffer Hamburg 170 g Streuer;Pfeffer und Salz;4,26035E+12;15789;/ankerkraut-steakpfeffer-hamburg-170-g-streuer;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Gewürzsalz 270 g Streuer;Pfeffer und Salz;4,26035E+12;15790;/ankerkraut-gewuerzsalz-270-g-streuer;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Ankerkraut BBQ 150 g Streuer;Rubs und Marinaden;4,26035E+12;15791;/ankerkraut-bbq-rub-ankerkraut-bbq-150-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Buletten & Fleischpflanzerl 220 g Streuer;Rubs und Marinaden;4,26035E+12;15792;/ankerkraut-bbq-rub-buletten-fleischpflanzerl-220-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut Fisch & Scampi 150 g Streuer;Gewürzmischungen;4,26035E+12;15793;/ankerkraut-fisch-scampi-150-g-streuer;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ Salzblock groß;Grillplanken und Grillpapier;4,26035E+12;15794;/ankerkraut-bbq-salzblock-gross;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ Salzblock klein;Grillplanken und Grillpapier;4,26035E+12;15795;/ankerkraut-bbq-salzblock-klein;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Spekulatius Gewürz 60 g;Süße Gewürzmischungen;4,26035E+12;15797;/ankerkraut-spekulatius-gewuerz-60-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut BBQ-Rub Brathähnchen Gewürz 200 g Streuer;Rubs und Marinaden;4,26035E+12;15798;/ankerkraut-bbq-rub-brathaehnchen-gewuerz-200-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut Auflauf Gewürz 90 g;Gewürzmischungen;4,26035E+12;15799;/ankerkraut-auflauf-gewuerz-90-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Basic Line Für Schwein 230 g;Rubs und Marinaden;4,26035E+12;15800;/ankerkraut-basic-line-fuer-schwein-230-g;"[""Rub"",""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut BBQ-Rub Brathähnchen Gewürz 250 g;Rubs und Marinaden;4,26035E+12;15801;/ankerkraut-bbq-rub-brathaehnchen-gewuerz-250-g;"[""Rub"",""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Smoking Zeus 750 g;Rubs und Marinaden;4,26035E+12;15802;/ankerkraut-bbq-rub-smoking-zeus-750-g;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut Texas Chicken 95 g;Gewürzmischungen;4,26035E+12;15803;/ankerkraut-texas-chicken-95-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Buletten & Fleischpflanzerl 750 g;Rubs und Marinaden;4,26035E+12;15804;/ankerkraut-bbq-rub-buletten-fleischpflanzerl-750-g;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut Paprika geräuchert 170 g Streuer;Chili Gewürze;4,26035E+12;15805;/ankerkraut-paprika-geraeuchert-170-g-streuer;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Texas Chicken 750 g;Rubs und Marinaden;4,26035E+12;15806;/ankerkraut-bbq-rub-texas-chicken-750-g;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut Muscovado 90 g;Süße Gewürzmischungen;4,26035E+12;15807;/ankerkraut-muscovado-90-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Afrikanisches Perlensalz 170 g;Pfeffer und Salz;4,26035E+12;15808;/ankerkraut-afrikanisches-perlensalz-170-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut BBQ-Rub Pit Powder Beef 200 g Streuer;Rubs und Marinaden;4,26035E+12;15809;/ankerkraut-bbq-rub-pit-powder-beef-200-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Cherry Chipotle 250 g;Rubs und Marinaden;4,26035E+12;15810;/ankerkraut-bbq-rub-cherry-chipotle-250-g;"[""Rub"",""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Bang Boom Bang 750 g;Rubs und Marinaden;4,26035E+12;15813;/ankerkraut-bbq-rub-bang-boom-bang-750-g;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut Pommes Frites Salz 270 g Streuer;Pfeffer und Salz;4,26035E+12;15814;/ankerkraut-pommes-frites-salz-270-g-streuer;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Apfelkuchen 65 g;Süße Gewürzmischungen;4,26035E+12;15815;/ankerkraut-apfelkuchen-65-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Fruit & Dessert 250 g;Rubs und Marinaden;4,26035E+12;15816;/ankerkraut-bbq-rub-fruit-dessert-250-g;"[""Rub"",""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Fruit & Dessert 270 g Streuer;Rubs und Marinaden;4,26035E+12;15817;/ankerkraut-bbq-rub-fruit-dessert-270-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Bombay Chicken Wings 250 g;Rubs und Marinaden;4,26035E+12;15818;/ankerkraut-bbq-rub-bombay-chicken-wings-250-g;"[""Rub"",""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut BBQ-Rub Bombay Chicken Wings 230 g Streuer;Rubs und Marinaden;4,26035E+12;15819;/ankerkraut-bbq-rub-bombay-chicken-wings-230-g-streuer;"[""Rub""]";;;1;
Ankerkraut;Ankerkraut Black & White Pfeffer 120 g;Pfeffer und Salz;4,26035E+12;15820;/ankerkraut-black-white-pfeffer-120-g;"[""Gew\u00fcrz""]";;;0;
Ankerkraut;Ankerkraut Grober schwarzer Pfeffer 70 g;Pfeffer und Salz;4,26035E+12;15821;/ankerkraut-grober-schwarzer-pfeffer-70-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Curry Royal Gold 80 g;Gewürzmischungen;4,26035E+12;15822;/ankerkraut-curry-royal-gold-80-g;"[""Gew\u00fcrz""]";;;1;
Ankerkraut;Ankerkraut Wacholderbeeren 50 g;Einzelgewürze/sortenreine Gewürze;4,26035E+12;15823;/ankerkraut-wacholderbeeren-50-g;"[""Gew\u00fcrz""]";;;0;
